VariableCode,RegionCode,YearCode,AggValue
rgdpe,DOM,2010,120940.88281250000000000
pop,DOM,2010,9.69512100000000000
rgdpe,DOM,2017,170901.51562500000000000
pop,DOM,2017,10.51310400000000000
rgdpe,DZA,1960,67244.71093750000000000
pop,DZA,1960,11.32676744509450000
rgdpe,DZA,1970,89436.18750000000000000
pop,DZA,1970,14.46498500000000000
rgdpe,DZA,1980,242874.89062500000000000
pop,DZA,1980,19.22166500000000000
rgdpe,DZA,1990,243852.09375000000000000
pop,DZA,1990,25.75886900000000000
rgdpe,DZA,2000,340480.28125000000000000
pop,DZA,2000,31.04223500000000000
rgdpe,DZA,2010,515663.84375000000000000
pop,DZA,2010,35.97745500000000000
rgdpe,DZA,2017,452337.34375000000000000
pop,DZA,2017,41.38918900000000000
rgdpe,ECU,1950,11334.05664062500000000
pop,ECU,1950,3.44337882732986000
rgdpe,ECU,1960,19232.64062500000000000
pop,ECU,1960,4.51271031461085000
rgdpe,ECU,1970,30700.82421875000000000
pop,ECU,1970,6.06937600000000000
rgdpe,ECU,1980,62850.10937500000000000
pop,ECU,1980,7.98918600000000000
rgdpe,ECU,1990,63796.41796875000000000
pop,ECU,1990,10.23093400000000000
rgdpe,ECU,2000,71052.57031250000000000
pop,ECU,2000,12.68112300000000000
rgdpe,ECU,2010,142228.18750000000000000
pop,ECU,2010,15.01111700000000000
rgdpe,ECU,2017,191677.71875000000000000
pop,ECU,2017,16.78536100000000000
rgdpe,EGY,1950,15268.18652343750000000
pop,EGY,1950,21.79107043889840000
rgdpe,EGY,1960,20486.91015625000000000
pop,EGY,1960,27.59811676112220000
rgdpe,EGY,1970,41296.25000000000000000
pop,EGY,1970,34.51385000000000000
rgdpe,EGY,1980,60800.74609375000000000
pop,EGY,1980,43.30906300000000000
rgdpe,EGY,1990,125608.41406250000000000
pop,EGY,1990,56.13447500000000000
rgdpe,EGY,2000,356720.00000000000000000
pop,EGY,2000,68.83156100000000000
rgdpe,EGY,2010,798934.31250000000000000
pop,EGY,2010,82.76123500000000000
rgdpe,EGY,2017,1005485.75000000000000000
pop,EGY,2017,96.44259100000000000
rgdpe,ESP,1950,107712.77343750000000000
pop,ESP,1950,28.06898497329290000
rgdpe,ESP,1960,191600.64062500000000000
pop,ESP,1960,30.64776236659240000
rgdpe,ESP,1970,400293.65625000000000000
pop,ESP,1970,33.88374900000000000
rgdpe,ESP,1980,602525.81250000000000000
pop,ESP,1980,37.69819600000000000
rgdpe,ESP,1990,743109.00000000000000000
pop,ESP,1990,39.20252500000000000
rgdpe,ESP,2000,1169120.62500000000000000
pop,ESP,2000,40.82475400000000000
rgdpe,ESP,2010,1660598.37500000000000000
pop,ESP,2010,46.93101500000000000
rgdpe,ESP,2017,1853309.37500000000000000
pop,ESP,2017,46.64742800000000000
rgdpe,EST,1990,17759.97265625000000000
pop,EST,1990,1.56524600000000000
rgdpe,EST,2000,18232.93359375000000000
pop,EST,2000,1.39911200000000000
rgdpe,EST,2010,33060.07031250000000000
pop,EST,2010,1.33210100000000000
rgdpe,EST,2017,45160.55468750000000000
pop,EST,2017,1.31939000000000000
rgdpe,ETH,1950,7864.95361328125000000
pop,ETH,1950,19.45337118271500000
rgdpe,ETH,1960,12042.22753906250000000
pop,ETH,1960,23.30470162126160000
rgdpe,ETH,1970,17808.62500000000000000
pop,ETH,1970,28.41507700000000000
rgdpe,ETH,1980,24429.52148437500000000
pop,ETH,1980,35.14171200000000000
rgdpe,ETH,1990,37355.83984375000000000
pop,ETH,1990,47.88786500000000000
rgdpe,ETH,2000,36722.56250000000000000
pop,ETH,2000,66.22480400000000000
rgdpe,ETH,2010,88588.73437500000000000
pop,ETH,2010,87.63996400000000000
rgdpe,ETH,2017,201764.57812500000000000
pop,ETH,2017,106.39992400000000000
rgdpe,FIN,1950,25811.23437500000000000
pop,FIN,1950,4.01417332837253000
rgdpe,FIN,1960,44339.13671875000000000
pop,FIN,1960,4.43542629786651000
rgdpe,FIN,1970,74985.53125000000000000
pop,FIN,1970,4.61236600000000000
rgdpe,FIN,1980,101768.21875000000000000
pop,FIN,1980,4.78824300000000000
rgdpe,FIN,1990,136194.35937500000000000
pop,FIN,1990,4.99622200000000000
rgdpe,FIN,2000,186055.46875000000000000
pop,FIN,2000,5.18795400000000000
rgdpe,FIN,2010,234672.07812500000000000
pop,FIN,2010,5.36578200000000000
rgdpe,FIN,2017,253666.09375000000000000
pop,FIN,2017,5.51137100000000000
rgdpe,FJI,1960,1147.64648437500000000
pop,FJI,1960,0.39301730340924800
rgdpe,FJI,1970,1906.47924804688000000
pop,FJI,1970,0.52056200000000000
rgdpe,FJI,1980,3738.70092773438000000
pop,FJI,1980,0.63530700000000000
rgdpe,FJI,1990,4506.88916015625000000
pop,FJI,1990,0.72857300000000000
rgdpe,FJI,2000,5110.60498046875000000
pop,FJI,2000,0.81100600000000000
rgdpe,FJI,2010,6953.02099609375000000
pop,FJI,2010,0.85981800000000000
rgdpe,FJI,2017,11277.48046875000000000
pop,FJI,2017,0.87745900000000000
rgdpe,FRA,1950,325814.25000000000000000
pop,FRA,1950,42.54991346993380000
rgdpe,FRA,1960,528044.25000000000000000
pop,FRA,1960,46.61930244571930000
rgdpe,FRA,1970,923051.75000000000000000
pop,FRA,1970,51.95773800000000000
rgdpe,FRA,1980,1376370.00000000000000000
pop,FRA,1980,55.16152700000000000
rgdpe,FRA,1990,1581529.62500000000000000
pop,FRA,1990,58.23569700000000000
rgdpe,FRA,2000,2135621.25000000000000000
pop,FRA,2000,60.87435700000000000
rgdpe,FRA,2010,2613960.75000000000000000
pop,FRA,2010,64.95250300000000000
rgdpe,FRA,2017,2922007.00000000000000000
pop,FRA,2017,67.02241100000000000
rgdpe,GAB,1960,1491.21081542969000000
pop,GAB,1960,0.51077833924315200
rgdpe,GAB,1970,3539.64184570313000000
pop,GAB,1970,0.58931400000000000
rgdpe,GAB,1980,10134.93945312500000000
pop,GAB,1980,0.72632800000000000
rgdpe,GAB,1990,9089.84472656250000000
pop,GAB,1990,0.94948800000000000
rgdpe,GAB,2000,13196.82128906250000000
pop,GAB,2000,1.22836000000000000
rgdpe,GAB,2010,24006.08007812500000000
pop,GAB,2010,1.62414000000000000
rgdpe,GAB,2017,31121.49218750000000000
pop,GAB,2017,2.06482300000000000
rgdpe,GBR,1950,499090.96875000000000000
pop,GBR,1950,50.07424538043440000
rgdpe,GBR,1960,672852.31250000000000000
pop,GBR,1960,52.31688549206950000
rgdpe,GBR,1970,905981.62500000000000000
pop,GBR,1970,55.57345300000000000
rgdpe,GBR,1980,1201736.25000000000000000
pop,GBR,1980,56.20917100000000000
rgdpe,GBR,1990,1439709.75000000000000000
pop,GBR,1990,57.13439100000000000
rgdpe,GBR,2000,2101197.50000000000000000
pop,GBR,2000,58.92330900000000000
rgdpe,GBR,2010,2546775.25000000000000000
pop,GBR,2010,63.45980800000000000
rgdpe,GBR,2017,3037790.75000000000000000
pop,GBR,2017,66.72746100000000000
rgdpe,GEO,1990,64985.51953125000000000
pop,GEO,1990,5.41039900000000000
rgdpe,GEO,2000,15581.87695312500000000
pop,GEO,2000,4.36218700000000000
rgdpe,GEO,2010,32883.45312500000000000
pop,GEO,2010,4.09909900000000000
rgdpe,GEO,2017,50643.67187500000000000
pop,GEO,2017,4.00871600000000000
rgdpe,GHA,1960,30489.42968750000000000
pop,GHA,1960,6.91596596941425000
rgdpe,GHA,1970,39338.47265625000000000
pop,GHA,1970,8.73549500000000000
rgdpe,GHA,1980,38942.35546875000000000
pop,GHA,1980,11.05611600000000000
rgdpe,GHA,1990,43322.83203125000000000
pop,GHA,1990,14.77327700000000000
rgdpe,GHA,2000,62266.00000000000000000
pop,GHA,2000,19.27885600000000000
rgdpe,GHA,2010,105856.16406250000000000
pop,GHA,2010,24.77961900000000000
rgdpe,GHA,2017,149986.87500000000000000
pop,GHA,2017,29.12146500000000000
rgdpe,GIN,1960,10932.63378906250000000
pop,GIN,1960,3.45071841449036000
rgdpe,GIN,1970,11724.73925781250000000
pop,GIN,1970,4.15460500000000000
rgdpe,GIN,1980,16007.16503906250000000
pop,GIN,1980,4.87143500000000000
rgdpe,GIN,1990,20216.71484375000000000
pop,GIN,1990,6.35228300000000000
rgdpe,GIN,2000,21614.15429687500000000
pop,GIN,2000,8.24073000000000000
rgdpe,GIN,2010,19252.61914062500000000
pop,GIN,2010,10.19217600000000000
rgdpe,GIN,2017,28845.63867187500000000
pop,GIN,2017,12.06751900000000000
rgdpe,GMB,1960,954.54058837890600000
pop,GMB,1960,0.33730341578039600
rgdpe,GMB,1970,1427.19885253906000000
pop,GMB,1970,0.46441000000000000
rgdpe,GMB,1980,1798.24926757813000000
pop,GMB,1980,0.63724600000000000
rgdpe,GMB,1990,2722.56958007813000000
pop,GMB,1990,0.95559300000000000
rgdpe,GMB,2000,3720.06030273438000000
pop,GMB,2000,1.31770300000000000
rgdpe,GMB,2010,4960.61669921875000000
pop,GMB,2010,1.79319600000000000
rgdpe,GMB,2017,4313.87402343750000000
pop,GMB,2017,2.21388900000000000
rgdpe,GNB,1960,701.54119873046900000
pop,GNB,1960,0.70114384515567800
rgdpe,GNB,1970,1083.30615234375000000
pop,GNB,1970,0.70493900000000000
rgdpe,GNB,1980,1312.13378906250000000
pop,GNB,1980,0.78167700000000000
rgdpe,GNB,1990,1557.17089843750000000
pop,GNB,1990,0.97526100000000000
rgdpe,GNB,2000,2078.98608398438000000
pop,GNB,2000,1.20130100000000000
rgdpe,GNB,2010,2138.90917968750000000
pop,GNB,2010,1.52259900000000000
rgdpe,GNB,2017,3474.89013671875000000
pop,GNB,2017,1.82814500000000000
rgdpe,GNQ,1960,371.91821289062500000
pop,GNQ,1960,0.27411827381670400
rgdpe,GNQ,1970,520.51013183593800000
pop,GNQ,1970,0.30398200000000000
rgdpe,GNQ,1980,498.58831787109400000
pop,GNQ,1980,0.24992900000000000
rgdpe,GNQ,1990,882.81317138671900000
pop,GNQ,1990,0.41918800000000000
rgdpe,GNQ,2000,6654.27587890625000000
pop,GNQ,2000,0.60618100000000000
rgdpe,GNQ,2010,27031.82226562500000000
pop,GNQ,2010,0.94363900000000000
rgdpe,GNQ,2017,32468.77343750000000000
pop,GNQ,2017,1.26200200000000000
rgdpe,GRC,1960,43583.57031250000000000
pop,GRC,1960,8.20501065850395000
rgdpe,GRC,1970,97693.83593750000000000
pop,GRC,1970,8.66357100000000000
rgdpe,GRC,1980,146225.25000000000000000
pop,GRC,1980,9.62700200000000000
rgdpe,GRC,1990,181332.35937500000000000
pop,GRC,1990,10.22599200000000000
rgdpe,GRC,2000,281180.59375000000000000
pop,GRC,2000,11.08210400000000000
rgdpe,GRC,2010,347717.28125000000000000
pop,GRC,2010,10.88763700000000000
rgdpe,GRC,2017,295748.25000000000000000
pop,GRC,2017,10.56945000000000000
rgdpe,GRD,1970,178.79345703125000000
pop,GRD,1970,0.09447500000000000
rgdpe,GRD,1980,284.59240722656300000
pop,GRD,1980,0.08903200000000000
rgdpe,GRD,1990,485.60604858398400000
pop,GRD,1990,0.09633100000000000
rgdpe,GRD,2000,822.14569091796900000
pop,GRD,2000,0.10283300000000000
rgdpe,GRD,2010,1188.24560546875000000
pop,GRD,2010,0.10623300000000000
rgdpe,GRD,2017,1691.29492187500000000
pop,GRD,2017,0.11087400000000000
rgdpe,GTM,1950,7746.05664062500000000
pop,GTM,1950,3.17065153451001000
rgdpe,GTM,1960,10875.72167968750000000
pop,GTM,1960,4.37820427710034000
rgdpe,GTM,1970,18100.31640625000000000
pop,GTM,1970,5.62179200000000000
rgdpe,GTM,1980,29061.77929687500000000
pop,GTM,1980,7.28345900000000000
rgdpe,GTM,1990,35274.88281250000000000
pop,GTM,1990,9.26381300000000000
rgdpe,GTM,2000,59590.07421875000000000
pop,GTM,2000,11.65074300000000000
rgdpe,GTM,2010,98341.68750000000000000
pop,GTM,2010,14.63041700000000000
rgdpe,GTM,2017,128992.05468750000000000
pop,GTM,2017,16.91497000000000000
rgdpe,GUY,1970,2519.41137695313000000
pop,GUY,1970,0.70493400000000000
rgdpe,GUY,1980,3067.43627929688000000
pop,GUY,1980,0.78015300000000000
rgdpe,GUY,1990,2135.50244140625000000
pop,GUY,1990,0.74330900000000000
rgdpe,GUY,2000,3501.68579101563000000
pop,GUY,2000,0.74671500000000000
rgdpe,GUY,2010,7180.13037109375000000
pop,GUY,2010,0.74943600000000000
rgdpe,GUY,2017,9451.41992187500000000
pop,GUY,2017,0.77522200000000000
rgdpe,HKG,1960,12400.25683593750000000
pop,HKG,1960,2.98979428208139000
rgdpe,HKG,1970,32450.50000000000000000
pop,HKG,1970,3.84892400000000000
rgdpe,HKG,1980,80521.46875000000000000
pop,HKG,1980,4.86874200000000000
rgdpe,HKG,1990,151044.28125000000000000
pop,HKG,1990,5.72793800000000000
rgdpe,HKG,2000,256729.14062500000000000
pop,HKG,2000,6.60632700000000000
rgdpe,HKG,2010,369489.93750000000000000
pop,HKG,2010,6.96633100000000000
rgdpe,HKG,2017,434867.25000000000000000
pop,HKG,2017,7.30632200000000000
rgdpe,HND,1950,3327.30541992188000000
pop,HND,1950,1.40862619649450000
rgdpe,HND,1960,4270.87792968750000000
pop,HND,1960,1.92052600489582000
rgdpe,HND,1970,6628.53271484375000000
pop,HND,1970,2.71665400000000000
rgdpe,HND,1980,11331.26855468750000000
pop,HND,1980,3.67827900000000000
rgdpe,HND,1990,15024.59570312500000000
pop,HND,1990,4.95530300000000000
rgdpe,HND,2000,21558.67187500000000000
pop,HND,2000,6.57450900000000000
rgdpe,HND,2010,33096.09765625000000000
pop,HND,2010,8.31747000000000000
rgdpe,HND,2017,50134.01562500000000000
pop,HND,2017,9.42901300000000000
rgdpe,HRV,1990,64448.71484375000000000
pop,HRV,1990,4.77637400000000000
rgdpe,HRV,2000,58379.27343750000000000
pop,HRV,2000,4.42807500000000000
rgdpe,HRV,2010,95748.32031250000000000
pop,HRV,2010,4.32816500000000000
rgdpe,HRV,2017,106672.76562500000000000
pop,HRV,2017,4.18285700000000000
rgdpe,HTI,1960,5093.83789062500000000
pop,HTI,1960,3.80708580153772000
rgdpe,HTI,1970,5835.62744140625000000
pop,HTI,1970,4.67623000000000000
rgdpe,HTI,1980,9677.68066406250000000
pop,HTI,1980,5.64317300000000000
rgdpe,HTI,1990,9455.26953125000000000
pop,HTI,1990,7.03791700000000000
rgdpe,HTI,2000,16453.04296875000000000
pop,HTI,2000,8.46380600000000000
rgdpe,HTI,2010,15696.96289062500000000
pop,HTI,2010,9.94932200000000000
rgdpe,HTI,2017,17450.91406250000000000
pop,HTI,2017,10.98236600000000000
rgdpe,HUN,1970,62747.30078125000000000
pop,HUN,1970,10.36610500000000000
rgdpe,HUN,1980,124053.12500000000000000
pop,HUN,1980,10.75428600000000000
rgdpe,HUN,1990,143548.42187500000000000
pop,HUN,1990,10.37713700000000000
rgdpe,HUN,2000,169332.32812500000000000
pop,HUN,2000,10.22050700000000000
rgdpe,HUN,2010,249111.59375000000000000
pop,HUN,2010,9.92737000000000000
rgdpe,HUN,2017,296142.03125000000000000
pop,HUN,2017,9.72982300000000000
rgdpe,IDN,1960,96766.49218750000000000
pop,IDN,1960,94.47303971345820000
rgdpe,IDN,1970,123417.25781250000000000
pop,IDN,1970,115.36474300000000000
rgdpe,IDN,1980,359334.18750000000000000
pop,IDN,1980,148.04774100000000000
rgdpe,IDN,1990,629466.62500000000000000
pop,IDN,1990,182.15121600000000000
rgdpe,IDN,2000,872173.25000000000000000
pop,IDN,2000,211.51382300000000000
rgdpe,IDN,2010,1976890.75000000000000000
pop,IDN,2010,241.83421500000000000
rgdpe,IDN,2017,2819440.75000000000000000
pop,IDN,2017,264.65096300000000000
rgdpe,IND,1950,349636.46875000000000000
pop,IND,1950,370.74883595647600000
rgdpe,IND,1960,512688.81250000000000000
pop,IND,1960,446.43945771456100000
rgdpe,IND,1970,793718.43750000000000000
pop,IND,1970,555.18979200000000000
rgdpe,IND,1980,889360.18750000000000000
pop,IND,1980,698.95284400000000000
rgdpe,IND,1990,1230354.00000000000000000
pop,IND,1990,873.27779800000000000
rgdpe,IND,2000,2231893.25000000000000000
pop,IND,2000,1056.57554900000000000
rgdpe,IND,2010,5398284.50000000000000000
pop,IND,2010,1234.28117000000000000
rgdpe,IND,2017,8069977.50000000000000000
pop,IND,2017,1338.67678500000000000
rgdpe,IRL,1950,16315.01855468750000000
pop,IRL,1950,2.92115649030631000
rgdpe,IRL,1960,19725.81445312500000000
pop,IRL,1960,2.79198958519878000
rgdpe,IRL,1970,29828.33203125000000000
pop,IRL,1970,2.90842100000000000
rgdpe,IRL,1980,48691.71093750000000000
pop,IRL,1980,3.38475600000000000
rgdpe,IRL,1990,68907.85156250000000000
pop,IRL,1990,3.51088500000000000
rgdpe,IRL,2000,150186.81250000000000000
pop,IRL,2000,3.78310300000000000
rgdpe,IRL,2010,216919.95312500000000000
pop,IRL,2010,4.55432100000000000
rgdpe,IRL,2017,409848.06250000000000000
pop,IRL,2017,4.75327900000000000
rgdpe,IRN,1960,59826.10156250000000000
pop,IRN,1960,21.29344979130870000
rgdpe,IRN,1970,116471.77343750000000000
pop,IRN,1970,28.51386600000000000
rgdpe,IRN,1980,162262.70312500000000000
pop,IRN,1980,38.65024600000000000
rgdpe,IRN,1990,187198.78125000000000000
pop,IRN,1990,56.36621700000000000
rgdpe,IRN,2000,548785.62500000000000000
pop,IRN,2000,65.62340500000000000
rgdpe,IRN,2010,1415567.50000000000000000
pop,IRN,2010,73.76251900000000000
rgdpe,IRN,2017,1144472.62500000000000000
pop,IRN,2017,80.67388300000000000
rgdpe,IRQ,1970,50404.12109375000000000
pop,IRQ,1970,9.91798300000000000
rgdpe,IRQ,1980,146662.00000000000000000
pop,IRQ,1980,13.65335400000000000
rgdpe,IRQ,1990,128514.41406250000000000
pop,IRQ,1990,17.41911300000000000
rgdpe,IRQ,2000,181081.84375000000000000
pop,IRQ,2000,23.49758500000000000
rgdpe,IRQ,2010,384958.50000000000000000
pop,IRQ,2010,29.74197600000000000
rgdpe,IRQ,2017,428658.84375000000000000
pop,IRQ,2017,37.55278100000000000
rgdpe,ISL,1950,1293.68737792969000000
pop,ISL,1950,0.14316350139765900
rgdpe,ISL,1960,2112.42749023438000000
pop,ISL,1960,0.17613743871296800
rgdpe,ISL,1970,3647.29370117188000000
pop,ISL,1970,0.20442600000000000
rgdpe,ISL,1980,6824.60400390625000000
pop,ISL,1980,0.22826200000000000
rgdpe,ISL,1990,8510.24804687500000000
pop,ISL,1990,0.25504300000000000
rgdpe,ISL,2000,11653.57910156250000000
pop,ISL,2000,0.28043500000000000
rgdpe,ISL,2010,13838.08496093750000000
pop,ISL,2010,0.32032800000000000
rgdpe,ISL,2017,19231.93554687500000000
pop,ISL,2017,0.33439300000000000
rgdpe,ISR,1950,8487.64843750000000000
pop,ISR,1950,1.24640334035430000
rgdpe,ISR,1960,19781.49804687500000000
pop,ISR,1960,2.07534571328839000
rgdpe,ISR,1970,42031.12109375000000000
pop,ISR,1970,2.81374900000000000
rgdpe,ISR,1980,66013.96875000000000000
pop,ISR,1980,3.70091900000000000
rgdpe,ISR,1990,104478.53125000000000000
pop,ISR,1990,4.44835300000000000
rgdpe,ISR,2000,217768.42187500000000000
pop,ISR,2000,5.94595000000000000
rgdpe,ISR,2010,249409.35937500000000000
pop,ISR,2010,7.34644600000000000
rgdpe,ISR,2017,337804.46875000000000000
pop,ISR,2017,8.24384800000000000
rgdpe,ITA,1950,221477.29687500000000000
pop,ITA,1950,46.98023487489760000
rgdpe,ITA,1960,391328.18750000000000000
pop,ITA,1960,50.06464543065000000
rgdpe,ITA,1970,735681.62500000000000000
pop,ITA,1970,53.51896900000000000
rgdpe,ITA,1980,1234958.12500000000000000
pop,ITA,1980,56.34934900000000000
rgdpe,ITA,1990,1560881.50000000000000000
pop,ITA,1990,57.04823600000000000
rgdpe,ITA,2000,2081385.62500000000000000
pop,ITA,2000,56.69217800000000000
rgdpe,ITA,2010,2336120.25000000000000000
pop,ITA,2010,59.32522900000000000
rgdpe,ITA,2017,2474220.75000000000000000
pop,ITA,2017,60.67370100000000000
rgdpe,JAM,1960,8761.40332031250000000
pop,JAM,1960,1.57457713629452000
rgdpe,JAM,1970,13282.99023437500000000
pop,JAM,1970,1.87564200000000000
rgdpe,JAM,1980,10380.21777343750000000
pop,JAM,1980,2.16284600000000000
rgdpe,JAM,1990,12548.53515625000000000
pop,JAM,1990,2.41990600000000000
rgdpe,JAM,2000,16301.43945312500000000
pop,JAM,2000,2.65470100000000000
rgdpe,JAM,2010,21835.52148437500000000
pop,JAM,2010,2.81046000000000000
rgdpe,JAM,2017,25654.48242187500000000
pop,JAM,2017,2.92084800000000000
rgdpe,JOR,1960,2769.41137695313000000
pop,JOR,1960,0.97179519080260600
rgdpe,JOR,1970,5039.77832031250000000
pop,JOR,1970,1.72132300000000000
rgdpe,JOR,1980,10320.41113281250000000
pop,JOR,1980,2.37799500000000000
rgdpe,JOR,1990,12098.42187500000000000
pop,JOR,1990,3.56589000000000000
rgdpe,JOR,2000,20276.51367187500000000
pop,JOR,2000,5.12249300000000000
rgdpe,JOR,2010,70305.11718750000000000
pop,JOR,2010,7.26153900000000000
rgdpe,JOR,2017,95520.68750000000000000
pop,JOR,2017,9.78584300000000000
rgdpe,JPN,1950,242640.53125000000000000
pop,JPN,1950,84.27426691312020000
rgdpe,JPN,1960,550782.93750000000000000
pop,JPN,1960,94.61850334836000000
rgdpe,JPN,1970,1472603.75000000000000000
pop,JPN,1970,104.92925100000000000
rgdpe,JPN,1980,2474288.50000000000000000
pop,JPN,1980,117.81694000000000000
rgdpe,JPN,1990,3552613.25000000000000000
pop,JPN,1990,124.50524000000000000
rgdpe,JPN,2000,4696670.50000000000000000
pop,JPN,2000,127.52417400000000000
rgdpe,JPN,2010,4968421.00000000000000000
pop,JPN,2010,128.54235300000000000
rgdpe,JPN,2017,5003367.50000000000000000
pop,JPN,2017,127.50272500000000000
rgdpe,KAZ,1990,198424.56250000000000000
pop,KAZ,1990,16.38388700000000000
rgdpe,KAZ,2000,101390.36718750000000000
pop,KAZ,2000,14.92271900000000000
rgdpe,KAZ,2010,326567.03125000000000000
pop,KAZ,2010,16.25227900000000000
rgdpe,KAZ,2017,482052.09375000000000000
pop,KAZ,2017,18.08001900000000000
rgdpe,KEN,1950,10491.50000000000000000
pop,KEN,1950,6.15068835449460000
rgdpe,KEN,1960,15367.30664062500000000
pop,KEN,1960,8.19614338002268000
rgdpe,KEN,1970,22248.09375000000000000
pop,KEN,1970,11.30139400000000000
rgdpe,KEN,1980,36195.26171875000000000
pop,KEN,1980,16.41719700000000000
rgdpe,KEN,1990,52272.21093750000000000
pop,KEN,1990,23.72457900000000000
rgdpe,KEN,2000,65744.44531250000000000
pop,KEN,2000,31.96455700000000000
rgdpe,KEN,2010,103723.52343750000000000
pop,KEN,2010,42.03067600000000000
rgdpe,KEN,2017,195892.18750000000000000
pop,KEN,2017,50.22114200000000000
rgdpe,KGZ,1990,36014.51953125000000000
pop,KGZ,1990,4.37288500000000000
rgdpe,KGZ,2000,10943.88281250000000000
pop,KGZ,2000,4.92071200000000000
rgdpe,KGZ,2010,16591.00000000000000000
pop,KGZ,2010,5.42229300000000000
rgdpe,KGZ,2017,30387.80664062500000000
pop,KGZ,2017,6.18973300000000000
rgdpe,KHM,1970,12447.81738281250000000
pop,KHM,1970,6.99657600000000000
rgdpe,KHM,1980,5954.10498046875000000
pop,KHM,1980,6.69376400000000000
rgdpe,KHM,1990,10325.86132812500000000
pop,KHM,1990,8.97559700000000000
rgdpe,KHM,2000,17185.61718750000000000
pop,KHM,2000,12.15523900000000000
rgdpe,KHM,2010,36859.65625000000000000
pop,KHM,2010,14.31221200000000000
rgdpe,KHM,2017,60747.12500000000000000
pop,KHM,2017,16.00940900000000000
rgdpe,KNA,1970,142.13987731933600000
pop,KNA,1970,0.04488300000000000
rgdpe,KNA,1980,290.22296142578100000
pop,KNA,1980,0.04320500000000000
rgdpe,KNA,1990,437.23345947265600000
pop,KNA,1990,0.04025900000000000
rgdpe,KNA,2000,707.94171142578100000
pop,KNA,2000,0.04407400000000000
rgdpe,KNA,2010,1116.32165527344000000
pop,KNA,2010,0.04901600000000000
rgdpe,KNA,2017,1349.44982910156000000
pop,KNA,2017,0.05204500000000000
rgdpe,KOR,1960,30312.71093750000000000
pop,KOR,1960,24.74930137227740000
rgdpe,KOR,1970,69874.60937500000000000
pop,KOR,1970,32.19568100000000000
rgdpe,KOR,1980,193922.59375000000000000
pop,KOR,1980,38.04560700000000000
rgdpe,KOR,1990,565140.75000000000000000
pop,KOR,1990,42.91841900000000000
rgdpe,KOR,2000,1150272.00000000000000000
pop,KOR,2000,47.37924100000000000
rgdpe,KOR,2010,1756263.12500000000000000
pop,KOR,2010,49.54563600000000000
rgdpe,KOR,2017,2070935.62500000000000000
pop,KOR,2017,51.09641500000000000
rgdpe,KWT,1970,25966.13476562500000000
pop,KWT,1970,0.74445000000000000
rgdpe,KWT,1980,97522.39062500000000000
pop,KWT,1980,1.36867700000000000
rgdpe,KWT,1990,45861.21875000000000000
pop,KWT,1990,2.09534400000000000
rgdpe,KWT,2000,82197.28125000000000000
pop,KWT,2000,2.04512300000000000
rgdpe,KWT,2010,213001.68750000000000000
pop,KWT,2010,2.99188400000000000
rgdpe,KWT,2017,217779.70312500000000000
pop,KWT,2017,4.05609900000000000
rgdpe,LAO,1970,1959.60034179688000000
pop,LAO,1970,2.68842800000000000
rgdpe,LAO,1980,2804.33813476563000000
pop,LAO,1980,3.25814400000000000
rgdpe,LAO,1990,5387.49218750000000000
pop,LAO,1990,4.25847200000000000
rgdpe,LAO,2000,9499.42773437500000000
pop,LAO,2000,5.32370000000000000
rgdpe,LAO,2010,25386.90625000000000000
pop,LAO,2010,6.24916500000000000
rgdpe,LAO,2017,49219.52734375000000000
pop,LAO,2017,6.95303500000000000
rgdpe,LBN,1970,14922.62792968750000000
pop,LBN,1970,2.29743400000000000
rgdpe,LBN,1980,12667.67968750000000000
pop,LBN,1980,2.58892900000000000
rgdpe,LBN,1990,11401.34277343750000000
pop,LBN,1990,2.80304400000000000
rgdpe,LBN,2000,25618.25195312500000000
pop,LBN,2000,3.84277800000000000
rgdpe,LBN,2010,80927.08593750000000000
pop,LBN,2010,4.95306100000000000
rgdpe,LBN,2017,104223.39843750000000000
pop,LBN,2017,6.81937300000000000
rgdpe,LBR,1970,3908.72973632813000000
pop,LBR,1970,1.40073000000000000
rgdpe,LBR,1980,4410.05712890625000000
pop,LBR,1980,1.85300100000000000
rgdpe,LBR,1990,1945.79589843750000000
pop,LBR,1990,2.07591200000000000
rgdpe,LBR,2000,2721.37304687500000000
pop,LBR,2000,2.84845600000000000
rgdpe,LBR,2010,3007.70458984375000000
pop,LBR,2010,3.89135600000000000
rgdpe,LBR,2017,6222.53613281250000000
pop,LBR,2017,4.70222600000000000
rgdpe,LCA,1970,390.10681152343800000
pop,LCA,1970,0.10401500000000000
rgdpe,LCA,1980,771.90954589843800000
pop,LCA,1980,0.11782200000000000
rgdpe,LCA,1990,1281.13378906250000000
pop,LCA,1990,0.13802000000000000
rgdpe,LCA,2000,1534.50268554688000000
pop,LCA,2000,0.15672900000000000
rgdpe,LCA,2010,2257.41699218750000000
pop,LCA,2010,0.17408500000000000
rgdpe,LCA,2017,2656.63745117188000000
pop,LCA,2017,0.18095400000000000
rgdpe,LKA,1950,23034.53906250000000000
pop,LKA,1950,7.45371063875906000
rgdpe,LKA,1960,29707.38281250000000000
pop,LKA,1960,9.80901786218038000
rgdpe,LKA,1970,40918.13671875000000000
pop,LKA,1970,12.48574000000000000
rgdpe,LKA,1980,33300.91015625000000000
pop,LKA,1980,15.03583400000000000
